From Book,From Book Number,From Chapter,From Chapter in Bible,From Verse Number,To Book,To Book Number,To Chapter,To Chapter in Bible,To Verse Number
Romans,45,8,1053,1,Romans,45,5,1050,1
Romans,45,8,1053,28,Romans,45,5,1050,3
Romans,45,9,1054,33,Romans,45,5,1050,5
2 Timothy,55,1,1125,7,Romans,45,5,1050,5
James,59,1,1146,3,Romans,45,5,1050,3
Isaiah,23,43,721,25,Isaiah,23,38,716,17
Isaiah,23,43,721,25,Jeremiah,24,50,794,20
Isaiah,23,49,727,25,Jeremiah,24,50,794,33
Isaiah,23,43,721,25,Ezekiel,26,20,821,14
Isaiah,23,43,721,25,Ezekiel,26,20,821,9
Isaiah,23,43,721,25,Ezekiel,26,20,821,22
Isaiah,23,44,722,2,Ezekiel,26,16,817,4
Isaiah,23,44,722,3,Isaiah,23,59,737,21
Isaiah,23,44,722,6,Isaiah,23,59,737,20
Isaiah,23,61,739,1,Isaiah,23,59,737,21
Romans,45,11,1056,26,Isaiah,23,59,737,20
Ephesians,49,6,1102,14,Isaiah,23,59,737,17
Isaiah,23,44,722,3,Joel,29,3,878,18
Isaiah,23,44,722,3,Acts,44,10,1027,45
Isaiah,23,58,736,8,Acts,44,10,1027,35
Isaiah,23,61,739,1,Acts,44,10,1027,38
Mark,41,16,972,16,Acts,44,10,1027,43
Luke,42,11,983,9,Acts,44,10,1027,4
Acts,44,1,1018,8,Acts,44,10,1027,38
Acts,44,2,1019,38,Acts,44,10,1027,48
Acts,44,2,1019,38,Acts,44,10,1027,44
Romans,45,2,1047,11,Acts,44,10,1027,34
2 Timothy,55,1,1125,7,Acts,44,10,1027,38
Isaiah,23,44,722,3,Ezekiel,26,39,840,29
Isaiah,23,59,737,21,Ezekiel,26,39,840,25
Jeremiah,24,29,773,11,Ezekiel,26,39,840,1
Joel,29,2,877,28,Ezekiel,26,39,840,29
Isaiah,23,44,722,6,Isaiah,23,33,711,22
Isaiah,23,45,723,7,Amos,30,3,881,6
Isaiah,23,45,723,7,Ecclesiastes,21,7,665,13
Romans,45,3,1048,23,Ecclesiastes,21,7,665,20
Ephesians,49,4,1100,31,Ecclesiastes,21,7,665,9
Isaiah,23,45,723,17,John,43,5,1001,24
Matthew,40,9,937,5,John,43,5,1001,8
Matthew,40,11,939,27,John,43,5,1001,21
Mark,41,16,972,16,John,43,5,1001,24
John,43,3,999,36,John,43,5,1001,24
John,43,5,1001,30,John,43,5,1001,19
John,43,14,1010,6,John,43,5,1001,21
John,43,14,1010,6,John,43,5,1001,25
Ephesians,49,2,1098,8,John,43,5,1001,24
Ephesians,49,5,1101,14,John,43,5,1001,25
Philippians,50,2,1104,6,John,43,5,1001,18
Isaiah,23,45,723,17,2 Thessalonians,53,2,1117,16
John,43,3,999,16,2 Thessalonians,53,2,1117,16
1 Corinthians,46,16,1077,13,2 Thessalonians,53,2,1117,15
2 Thessalonians,53,1,1116,9,2 Thessalonians,53,2,1117,8
Isaiah,23,45,723,17,John,43,6,1002,40
Isaiah,23,55,733,11,John,43,6,1002,63
Matthew,40,4,932,4,John,43,6,1002,31
Matthew,40,4,932,4,John,43,6,1002,63
Matthew,40,5,933,6,John,43,6,1002,27
Matthew,40,5,933,6,John,43,6,1002,48
Matthew,40,6,934,33,John,43,6,1002,27
Matthew,40,11,939,27,John,43,6,1002,46
Matthew,40,11,939,28,John,43,6,1002,37
Mark,41,16,972,16,John,43,6,1002,29
Mark,41,16,972,16,John,43,6,1002,40
Mark,41,16,972,16,John,43,6,1002,35
John,43,3,999,16,John,43,6,1002,40
John,43,4,1000,14,John,43,6,1002,35
John,43,5,1001,30,John,43,6,1002,38
John,43,6,1002,44,John,43,6,1002,65
John,43,6,1002,63,John,43,6,1002,68
John,43,10,1006,10,John,43,6,1002,51
John,43,10,1006,10,John,43,6,1002,33
John,43,10,1006,28,John,43,6,1002,39
John,43,14,1010,6,John,43,6,1002,33
John,43,14,1010,6,John,43,6,1002,51
John,43,14,1010,6,John,43,6,1002,57
1 Corinthians,46,15,1076,58,John,43,6,1002,28
Ephesians,49,2,1098,8,John,43,6,1002,37
Ephesians,49,2,1098,8,John,43,6,1002,44
Ephesians,49,2,1098,8,John,43,6,1002,27
Philippians,50,1,1103,6,John,43,6,1002,29
Hebrews,58,4,1136,12,John,43,6,1002,51
Isaiah,23,45,723,17,Hosea,28,1,862,7
Zechariah,38,4,914,6,Hosea,28,1,862,7
Isaiah,23,48,726,17,Job,18,36,471,22
Isaiah,23,53,731,4,Matthew,40,8,936,17
Isaiah,23,53,731,5,Matthew,40,20,948,28
Luke,42,22,994,42,Matthew,40,20,948,22
John,43,10,1006,10,Matthew,40,20,948,28
Isaiah,23,53,731,7,Acts,44,8,1025,32
Acts,44,2,1019,38,Acts,44,8,1025,12
Acts,44,2,1019,38,Acts,44,8,1025,36
Acts,44,2,1019,38,Acts,44,8,1025,15
Isaiah,23,54,732,17,Isaiah,23,50,728,8
Romans,45,8,1053,31,Isaiah,23,50,728,7
Isaiah,23,55,733,6,Psalm,19,14,491,2
Isaiah,23,55,733,11,Matthew,40,24,952,35
Daniel,27,12,861,1,Matthew,40,24,952,21
Matthew,40,5,933,11,Matthew,40,24,952,9
Matthew,40,10,938,22,Matthew,40,24,952,13
1 Corinthians,46,15,1076,33,Matthew,40,24,952,4
Galatians,48,6,1096,9,Matthew,40,24,952,13
2 Peter,61,3,1158,10,Matthew,40,24,952,35
Isaiah,23,55,733,11,Isaiah,23,46,724,10
Jeremiah,24,29,773,11,Isaiah,23,46,724,10
Jeremiah,24,32,776,17,Isaiah,23,46,724,9
Isaiah,23,56,734,7,Mark,41,11,967,17
Matthew,40,5,933,23,Mark,41,11,967,25
Matthew,40,7,935,7,Mark,41,11,967,24
Matthew,40,17,945,20,Mark,41,11,967,23
Luke,42,11,983,9,Mark,41,11,967,24
John,43,14,1010,13,Mark,41,11,967,24
Isaiah,23,58,736,8,Jeremiah,24,33,777,6
Jeremiah,24,29,773,12,Jeremiah,24,33,777,3
Nahum,34,1,900,7,Jeremiah,24,33,777,11
Luke,42,11,983,9,Jeremiah,24,33,777,3
Philippians,50,4,1106,6,Jeremiah,24,33,777,3
Isaiah,23,58,736,8,Psalm,19,97,574,11
Isaiah,23,59,737,21,2 Corinthians,47,3,1080,17
Jeremiah,24,31,775,33,2 Corinthians,47,3,1080,3
Ezekiel,26,36,837,26,2 Corinthians,47,3,1080,3
John,43,4,1000,24,2 Corinthians,47,3,1080,17
John,43,8,1004,36,2 Corinthians,47,3,1080,17
Romans,45,8,1053,29,2 Corinthians,47,3,1080,18
2 Corinthians,47,12,1089,9,2 Corinthians,47,3,1080,5
Galatians,48,5,1095,1,2 Corinthians,47,3,1080,17
Philippians,50,4,1106,13,2 Corinthians,47,3,1080,4
Hebrews,58,8,1140,10,2 Corinthians,47,3,1080,3
1 John,62,3,1161,2,2 Corinthians,47,3,1080,18
Isaiah,23,59,737,21,Ezekiel,26,37,838,25
Jeremiah,24,31,775,31,Ezekiel,26,37,838,26
Jeremiah,24,31,775,33,Ezekiel,26,37,838,27
2 Corinthians,47,6,1083,16,Ezekiel,26,37,838,26
Isaiah,23,59,737,21,Isaiah,23,11,689,1
Isaiah,23,61,739,1,Isaiah,23,11,689,2
Zechariah,38,4,914,6,Isaiah,23,11,689,2
Ephesians,49,1,1097,17,Isaiah,23,11,689,2
Revelation,66,5,1171,5,Isaiah,23,11,689,1
Isaiah,23,61,739,1,Luke,42,7,979,22
Ephesians,49,2,1098,8,Luke,42,7,979,50
Isaiah,23,61,739,1,Acts,44,26,1043,18
Ephesians,49,1,1097,18,Acts,44,26,1043,18
2 Timothy,55,1,1125,7,Acts,44,26,1043,25
Isaiah,23,61,739,1,Psalm,19,45,522,7
Hebrews,58,1,1133,8,Psalm,19,45,522,6
Isaiah,23,61,739,1,Psalm,19,2,479,6
Luke,42,3,975,22,Psalm,19,2,479,7
Hebrews,58,1,1133,5,Psalm,19,2,479,7
Isaiah,23,61,739,1,Psalm,19,149,626,4
Zephaniah,36,3,908,17,Psalm,19,149,626,4
Matthew,40,5,933,5,Psalm,19,149,626,4
Isaiah,23,61,739,1,Romans,45,6,1051,16
Romans,45,12,1057,1,Romans,45,6,1051,13
Romans,45,12,1057,1,Romans,45,6,1051,19
Galatians,48,2,1092,20,Romans,45,6,1051,4
Colossians,51,3,1109,3,Romans,45,6,1051,2
Revelation,66,1,1167,18,Romans,45,6,1051,9
Isaiah,23,61,739,1,Romans,45,7,1052,23
Jeremiah,24,31,775,33,Romans,45,7,1052,22
Romans,45,12,1057,2,Romans,45,7,1052,12
2 Corinthians,47,5,1082,17,Romans,45,7,1052,6
Galatians,48,5,1095,22,Romans,45,7,1052,4
Isaiah,23,65,743,24,Daniel,27,10,859,12
Habakkuk,35,2,904,3,Daniel,27,10,859,14
1 Corinthians,46,16,1077,13,Daniel,27,10,859,19
Jeremiah,24,6,750,16,Jeremiah,24,18,762,15
Jeremiah,24,15,759,16,Ezekiel,26,3,804,1
Revelation,66,22,1188,11,Ezekiel,26,3,804,27
Jeremiah,24,15,759,16,Job,18,23,458,12
Jeremiah,24,29,773,11,Job,18,23,458,13
1 Peter,60,1,1151,7,Job,18,23,458,10
Jeremiah,24,17,761,8,Ezekiel,26,31,832,4
Jeremiah,24,17,761,9,Ecclesiastes,21,9,667,3
Colossians,51,3,1109,23,Ecclesiastes,21,9,667,10
Jeremiah,24,22,766,15,2 Kings,12,23,335,25
Jeremiah,24,23,767,1,Zechariah,38,11,921,15
Jeremiah,24,29,773,11,Jeremiah,24,3,747,12
Ezekiel,26,34,835,2,Jeremiah,24,3,747,15
Jeremiah,24,29,773,11,Zechariah,38,8,918,14
Haggai,37,2,910,18,Zechariah,38,8,918,9
Matthew,40,19,947,26,Zechariah,38,8,918,6
Luke,42,1,973,37,Zechariah,38,8,918,6
2 Corinthians,47,6,1083,16,Zechariah,38,8,918,8
Jeremiah,24,29,773,11,Zechariah,38,1,911,6
Jeremiah,24,30,774,18,Zechariah,38,1,911,16
James,59,4,1149,8,Zechariah,38,1,911,3
Jeremiah,24,29,773,11,Hosea,28,3,864,5
Jeremiah,24,29,773,11,Micah,33,5,897,4
Matthew,40,2,930,6,Micah,33,5,897,2
Jeremiah,24,29,773,11,Amos,30,9,887,8
Jeremiah,24,29,773,11,Zechariah,38,14,924,20
Jeremiah,24,30,774,18,Haggai,37,2,910,7
Zechariah,38,4,914,6,Haggai,37,2,910,2
Ephesians,49,6,1102,10,Haggai,37,2,910,4
Jeremiah,24,31,775,3,Hosea,28,11,872,4
Matthew,40,2,930,15,Hosea,28,11,872,1
Jeremiah,24,31,775,33,Genesis,1,17,16,7
2 Corinthians,47,6,1083,16,Genesis,1,17,16,7
Jeremiah,24,32,776,17,Jeremiah,24,27,771,5
Jeremiah,24,32,776,17,2 Kings,12,19,331,15
Jeremiah,24,32,776,17,Job,18,42,477,2
Matthew,40,19,947,26,Job,18,42,477,2
Ezekiel,26,3,804,18,Ezekiel,26,33,834,6
Titus,56,1,1129,16,Ezekiel,26,33,834,31
Ezekiel,26,5,806,12,Ezekiel,26,5,806,2
Ezekiel,26,11,812,19,Zechariah,38,7,917,12
John,43,9,1005,31,Zechariah,38,7,917,13
Ezekiel,26,34,835,13,Ezekiel,26,28,829,25
Daniel,27,1,850,1,2 Chronicles,14,36,402,5
Joel,29,2,877,25,Joel,29,1,876,4
Amos,30,3,881,7,Genesis,1,6,5,13
Obadiah,31,1,888,5,Deuteronomy,5,24,176,21
Jonah,32,4,892,2,Jonah,32,1,889,3
Matthew,40,12,940,40,Jonah,32,1,889,17
Micah,33,6,898,8,Jeremiah,24,22,766,3
Zephaniah,36,3,908,17,Hebrews,58,7,1139,25
John,43,14,1010,6,Hebrews,58,7,1139,25
Ephesians,49,3,1099,20,Hebrews,58,7,1139,25
Hebrews,58,4,1136,16,Hebrews,58,7,1139,25
Haggai,37,1,909,4,2 Samuel,10,7,273,2
Zechariah,38,4,914,6,2 Corinthians,47,10,1087,4
1 Corinthians,46,4,1065,20,2 Corinthians,47,10,1087,4
Ephesians,49,6,1102,11,2 Corinthians,47,10,1087,4
Hebrews,58,4,1136,12,2 Corinthians,47,10,1087,4
Zechariah,38,4,914,6,2 Chronicles,14,14,380,11
Zechariah,38,4,914,6,Ezra,15,5,407,2
Malachi,39,3,927,6,Numbers,4,23,139,19
Matthew,40,24,952,35,Numbers,4,23,139,19
1 Thessalonians,52,5,1115,24,Numbers,4,23,139,19
Malachi,39,3,927,10,2 Corinthians,47,9,1086,6
Luke,42,6,978,38,2 Corinthians,47,9,1086,6
Acts,44,20,1037,35,2 Corinthians,47,9,1086,6
Galatians,48,6,1096,7,2 Corinthians,47,9,1086,6
Ephesians,49,2,1098,10,2 Corinthians,47,9,1086,8
Ephesians,49,3,1099,20,2 Corinthians,47,9,1086,8
Philippians,50,4,1106,19,2 Corinthians,47,9,1086,8
Philemon,57,1,1132,14,2 Corinthians,47,9,1086,7
Matthew,40,2,930,2,Numbers,4,24,140,17
Matthew,40,4,932,4,Romans,45,15,1060,4
Acts,44,1,1018,8,Romans,45,15,1060,19
Romans,45,14,1059,17,Romans,45,15,1060,13
1 Corinthians,46,10,1071,11,Romans,45,15,1060,4
Galatians,48,6,1096,1,Romans,45,15,1060,1
Galatians,48,6,1096,2,Romans,45,15,1060,1
1 Thessalonians,52,2,1112,18,Romans,45,15,1060,22
2 Timothy,55,3,1127,16,Romans,45,15,1060,4
Matthew,40,5,933,3,2 Chronicles,14,7,373,14
Matthew,40,5,933,6,Psalm,19,42,519,1
Hebrews,58,11,1143,1,Psalm,19,42,519,11
Matthew,40,5,933,8,Psalm,19,24,501,4
Matthew,40,5,933,11,Luke,42,21,993,17
Luke,42,10,982,19,Luke,42,21,993,17
Hebrews,58,12,1144,1,Luke,42,21,993,34
Matthew,40,5,933,13,Leviticus,3,2,91,13
Matthew,40,5,933,13,Mark,41,9,965,49
2 Peter,61,1,1156,17,Mark,41,9,965,7
Matthew,40,5,933,37,James,59,5,1150,12
Luke,42,11,983,9,James,59,5,1150,15
Galatians,48,6,1096,9,James,59,5,1150,7
Matthew,40,5,933,44,Luke,42,23,995,34
John,43,19,1015,17,Luke,42,23,995,33
Revelation,66,2,1168,7,Luke,42,23,995,43
Matthew,40,6,934,6,2 Kings,12,4,316,33
Matthew,40,6,934,11,Proverbs,20,30,657,8
Matthew,40,24,952,35,Proverbs,20,30,657,5
Revelation,66,22,1188,18,Proverbs,20,30,657,6
Matthew,40,6,934,11,Exodus,2,16,65,16
Matthew,40,6,934,13,1 Corinthians,46,10,1071,13
Romans,45,15,1060,4,1 Corinthians,46,10,1071,11
2 Corinthians,47,12,1089,9,1 Corinthians,46,10,1071,13
Philippians,50,2,1104,4,1 Corinthians,46,10,1071,24
Colossians,51,3,1109,17,1 Corinthians,46,10,1071,31
Matthew,40,6,934,33,Mark,41,10,966,29
Matthew,40,18,946,3,Mark,41,10,966,14
Matthew,40,19,947,26,Mark,41,10,966,27
Matthew,40,19,947,29,Mark,41,10,966,29
Luke,42,1,973,37,Mark,41,10,966,27
Luke,42,7,979,50,Mark,41,10,966,52
Matthew,40,6,934,33,Romans,45,14,1059,17
Matthew,40,7,935,1,Romans,45,14,1059,10
1 Corinthians,46,4,1065,20,Romans,45,14,1059,17
2 Corinthians,47,5,1082,15,Romans,45,14,1059,7
Galatians,48,4,1094,10,Romans,45,14,1059,5
Colossians,51,3,1109,23,Romans,45,14,1059,8
Titus,56,1,1129,15,Romans,45,14,1059,20
Matthew,40,6,934,33,2 Chronicles,14,31,397,20
Colossians,51,3,1109,23,2 Chronicles,14,31,397,21
Matthew,40,6,934,33,1 Kings,11,3,293,11
Ephesians,49,3,1099,20,1 Kings,11,3,293,13
Matthew,40,7,935,13,Luke,42,13,985,24
Luke,42,11,983,9,Luke,42,13,985,24
2 Timothy,55,2,1126,19,Luke,42,13,985,27
Matthew,40,7,935,14,Mark,41,8,964,34
Luke,42,9,981,23,Mark,41,8,964,34
Luke,42,9,981,26,Mark,41,8,964,38
Romans,45,1,1046,16,Mark,41,8,964,38
2 Timothy,55,1,1125,8,Mark,41,8,964,38
Matthew,40,8,936,17,Isaiah,23,53,731,4
John,43,1,997,11,Isaiah,23,53,731,2
Acts,44,8,1025,32,Isaiah,23,53,731,7
Romans,45,5,1050,8,Isaiah,23,53,731,6
1 Peter,60,2,1152,24,Isaiah,23,53,731,4
Matthew,40,9,937,13,Luke,42,19,991,10
John,43,10,1006,10,Luke,42,19,991,10
Matthew,40,9,937,13,Luke,42,5,977,32
Luke,42,15,987,7,Luke,42,5,977,32
Matthew,40,9,937,13,1 Timothy,54,1,1119,13
Luke,42,19,991,10,1 Timothy,54,1,1119,13
John,43,3,999,16,1 Timothy,54,1,1119,15
John,43,10,1006,10,1 Timothy,54,1,1119,15
Romans,45,1,1046,20,1 Timothy,54,1,1119,17
1 Corinthians,46,6,1067,9,1 Timothy,54,1,1119,9
2 Corinthians,47,12,1089,9,1 Timothy,54,1,1119,14
1 Timothy,54,6,1124,16,1 Timothy,54,1,1119,17
Matthew,40,9,937,13,Acts,44,11,1028,18
Matthew,40,10,938,22,Matthew,40,10,938,39
Matthew,40,16,944,24,Matthew,40,10,938,38
Matthew,40,19,947,29,Matthew,40,10,938,37
Matthew,40,24,952,13,Matthew,40,10,938,22
Mark,41,8,964,34,Matthew,40,10,938,38
Luke,42,9,981,23,Matthew,40,10,938,38
Luke,42,9,981,26,Matthew,40,10,938,32
Luke,42,14,986,26,Matthew,40,10,938,37
Luke,42,19,991,10,Matthew,40,10,938,6
Romans,45,8,1053,26,Matthew,40,10,938,20
Galatians,48,6,1096,9,Matthew,40,10,938,22
Hebrews,58,13,1145,6,Matthew,40,10,938,28
Revelation,66,2,1168,10,Matthew,40,10,938,22
Matthew,40,10,938,41,3 John,64,1,1165,5
Galatians,48,6,1096,10,3 John,64,1,1165,5
2 Timothy,55,2,1126,22,3 John,64,1,1165,11
Hebrews,58,12,1144,14,3 John,64,1,1165,11
1 John,62,3,1161,6,3 John,64,1,1165,11
Matthew,40,11,939,27,2 John,63,1,1164,9
John,43,8,1004,31,2 John,63,1,1164,9
John,43,14,1010,6,2 John,63,1,1164,9
John,43,14,1010,15,2 John,63,1,1164,6
John,43,14,1010,21,2 John,63,1,1164,6
3 John,64,1,1165,3,2 John,63,1,1164,4
Matthew,40,11,939,27,John,43,17,1013,25
Matthew,40,11,939,27,John,43,17,1013,2
John,43,1,997,1,John,43,17,1013,5
John,43,7,1003,6,John,43,17,1013,1
John,43,14,1010,6,John,43,17,1013,2
John,43,19,1015,30,John,43,17,1013,4
Romans,45,8,1053,29,John,43,17,1013,16
Romans,45,8,1053,29,John,43,17,1013,22
Romans,45,12,1057,2,John,43,17,1013,14
1 John,62,5,1163,20,John,43,17,1013,3
Matthew,40,11,939,28,Galatians,48,5,1095,1
Luke,42,10,982,27,Galatians,48,5,1095,13
John,43,8,1004,36,Galatians,48,5,1095,1
John,43,14,1010,15,Galatians,48,5,1095,6
John,43,15,1011,5,Galatians,48,5,1095,22
John,43,15,1011,7,Galatians,48,5,1095,16
Romans,45,7,1052,15,Galatians,48,5,1095,17
Romans,45,8,1053,5,Galatians,48,5,1095,19
Romans,45,8,1053,14,Galatians,48,5,1095,18
Romans,45,12,1057,2,Galatians,48,5,1095,22
Romans,45,13,1058,14,Galatians,48,5,1095,24
Romans,45,14,1059,17,Galatians,48,5,1095,22
1 Corinthians,46,6,1067,9,Galatians,48,5,1095,19
1 Corinthians,46,13,1074,13,Galatians,48,5,1095,6
1 Corinthians,46,16,1077,13,Galatians,48,5,1095,1
Galatians,48,2,1092,20,Galatians,48,5,1095,24
Galatians,48,5,1095,1,Galatians,48,5,1095,13
Galatians,48,5,1095,22,Galatians,48,5,1095,13
Philippians,50,2,1104,3,Galatians,48,5,1095,26
Philippians,50,4,1106,8,Galatians,48,5,1095,22
2 Timothy,55,1,1125,7,Galatians,48,5,1095,22
Hebrews,58,11,1143,1,Galatians,48,5,1095,6
Matthew,40,16,944,16,John,43,11,1007,27
Mark,41,9,965,23,John,43,11,1007,40
Mark,41,16,972,16,John,43,11,1007,25
John,43,3,999,16,John,43,11,1007,25
John,43,11,1007,40,John,43,11,1007,4
John,43,11,1007,40,John,43,11,1007,23
John,43,14,1010,6,John,43,11,1007,25
Matthew,40,16,944,16,Matthew,40,14,942,33
Matthew,40,16,944,17,Galatians,48,1,1091,16
Romans,45,8,1053,28,Galatians,48,1,1091,15
Romans,45,12,1057,2,Galatians,48,1,1091,4
Galatians,48,2,1092,20,Galatians,48,1,1091,4
Matthew,40,17,945,20,Luke,42,17,989,6
Matthew,40,18,946,18,Matthew,40,16,944,19
Matthew,40,19,947,29,Matthew,40,16,944,25
Luke,42,9,981,26,Matthew,40,16,944,27
Colossians,51,3,1109,2,Matthew,40,16,944,23
Revelation,66,20,1186,12,Matthew,40,16,944,27
Revelation,66,22,1188,12,Matthew,40,16,944,27
Matthew,40,20,948,28,Luke,42,22,994,27
1 Corinthians,46,10,1071,13,Luke,42,22,994,46
Matthew,40,24,952,21,Daniel,27,12,861,1
Revelation,66,22,1188,11,Daniel,27,12,861,10
Matthew,40,24,952,35,Revelation,66,20,1186,11
Mark,41,16,972,16,Revelation,66,20,1186,15
John,43,14,1010,6,Revelation,66,20,1186,15
Acts,44,4,1021,12,Revelation,66,20,1186,15
Hebrews,58,4,1136,12,Revelation,66,20,1186,4
Revelation,66,1,1167,6,Revelation,66,20,1186,6
Revelation,66,19,1185,20,Revelation,66,20,1186,10
Matthew,40,24,952,35,Revelation,66,6,1172,14
Matthew,40,25,953,21,Matthew,40,25,953,23
Luke,42,9,981,26,Matthew,40,25,953,31
Luke,42,16,988,10,Matthew,40,25,953,21
1 Corinthians,46,4,1065,2,Matthew,40,25,953,21
1 Corinthians,46,15,1076,58,Matthew,40,25,953,31
Ephesians,49,1,1097,4,Matthew,40,25,953,34
2 Thessalonians,53,1,1116,9,Matthew,40,25,953,41
James,59,1,1146,27,Matthew,40,25,953,34
2 Peter,61,2,1157,4,Matthew,40,25,953,41
Revelation,66,13,1179,8,Matthew,40,25,953,34
Matthew,40,28,956,19,Mark,41,16,972,15
Luke,42,10,982,19,Mark,41,16,972,18
John,43,14,1010,12,Mark,41,16,972,17
Acts,44,1,1018,8,Mark,41,16,972,15
Acts,44,2,1019,38,Mark,41,16,972,16
Ephesians,49,2,1098,8,Mark,41,16,972,16
Mark,41,4,960,12,Jeremiah,24,5,749,21
Mark,41,8,964,18,Jeremiah,24,5,749,21
Mark,41,8,964,18,Acts,44,28,1045,26
Luke,42,10,982,19,Acts,44,28,1045,5
Mark,41,8,964,18,Ezekiel,26,12,813,2
Mark,41,8,964,18,2 Peter,61,1,1156,12
Luke,42,3,975,22,2 Peter,61,1,1156,17
John,43,15,1011,5,2 Peter,61,1,1156,2
Romans,45,12,1057,2,2 Peter,61,1,1156,4
2 Corinthians,47,4,1081,6,2 Peter,61,1,1156,19
Ephesians,49,1,1097,17,2 Peter,61,1,1156,3
Philippians,50,2,1104,12,2 Peter,61,1,1156,5
Philippians,50,4,1106,8,2 Peter,61,1,1156,3
2 Timothy,55,2,1126,15,2 Peter,61,1,1156,10
2 Timothy,55,3,1127,16,2 Peter,61,1,1156,19
Hebrews,58,11,1143,1,2 Peter,61,1,1156,1
2 Peter,61,1,1156,5,2 Peter,61,1,1156,10
3 John,64,1,1165,2,2 Peter,61,1,1156,3
Mark,41,9,965,23,Matthew,40,17,945,20
Mark,41,11,967,23,Matthew,40,17,945,20
Luke,42,3,975,22,Matthew,40,17,945,5
2 Peter,61,1,1156,17,Matthew,40,17,945,5
Mark,41,11,967,17,Isaiah,23,56,734,7
Mark,41,16,972,16,Acts,44,22,1039,16
Acts,44,2,1019,38,Acts,44,22,1039,16
Mark,41,16,972,16,John,43,20,1016,31
1 John,62,1,1159,1,John,43,20,1016,27
1 John,62,5,1163,13,John,43,20,1016,31
Mark,41,16,972,16,Acts,44,16,1033,30
Ephesians,49,2,1098,8,Acts,44,16,1033,31
Mark,41,16,972,17,1 Corinthians,46,12,1073,30
John,43,13,1009,34,1 Corinthians,46,12,1073,26
Luke,42,1,973,33,Daniel,27,2,851,44
Luke,42,1,973,37,Numbers,4,11,127,23
Luke,42,7,979,50,Mark,41,5,961,34
Luke,42,10,982,19,Revelation,66,11,1177,5
1 Thessalonians,52,4,1114,17,Revelation,66,11,1177,12
Revelation,66,19,1185,1,Revelation,66,11,1177,15
Luke,42,10,982,27,Romans,45,13,1058,9
Romans,45,12,1057,2,Romans,45,13,1058,14
Ephesians,49,5,1101,14,Romans,45,13,1058,11
Ephesians,49,6,1102,11,Romans,45,13,1058,12
Luke,42,11,983,9,Hebrews,58,4,1136,16
2 Corinthians,47,12,1089,9,Hebrews,58,4,1136,16
Ephesians,49,6,1102,17,Hebrews,58,4,1136,12
1 Thessalonians,52,2,1112,13,Hebrews,58,4,1136,12
2 Timothy,55,3,1127,16,Hebrews,58,4,1136,12
Hebrews,58,3,1135,7,Hebrews,58,4,1136,7
Hebrews,58,13,1145,6,Hebrews,58,4,1136,16
Revelation,66,1,1167,16,Hebrews,58,4,1136,12
Luke,42,11,983,9,Psalm,19,105,582,3
Luke,42,11,983,28,Psalm,19,128,605,1
Luke,42,19,991,10,Luke,42,15,987,4
Luke,42,19,991,10,Luke,42,15,987,32
2 Timothy,55,1,1125,7,Luke,42,15,987,17
Luke,42,23,995,46,John,43,19,1015,30
John,43,19,1015,28,John,43,19,1015,30
John,43,1,997,1,Titus,56,2,1130,13
2 Corinthians,47,5,1082,15,Titus,56,2,1130,14
Galatians,48,2,1092,20,Titus,56,2,1130,14
Philippians,50,4,1106,8,Titus,56,2,1130,7
1 Timothy,54,4,1122,12,Titus,56,2,1130,7
John,43,1,997,1,1 Timothy,54,3,1121,16
John,43,1,997,14,1 Timothy,54,3,1121,16
John,43,1,997,12,Galatians,48,3,1093,26
Romans,45,1,1046,17,Galatians,48,3,1093,11
Romans,45,3,1048,23,Galatians,48,3,1093,22
Romans,45,8,1053,1,Galatians,48,3,1093,13
Romans,45,10,1055,17,Galatians,48,3,1093,2
Romans,45,13,1058,14,Galatians,48,3,1093,27
2 Corinthians,47,5,1082,17,Galatians,48,3,1093,28
Galatians,48,6,1096,16,Galatians,48,3,1093,29
1 John,62,3,1161,1,Galatians,48,3,1093,26
John,43,1,997,14,Galatians,48,4,1094,4
Romans,45,8,1053,9,Galatians,48,4,1094,6
1 Corinthians,46,8,1069,3,Galatians,48,4,1094,9
2 Corinthians,47,3,1080,17,Galatians,48,4,1094,6
1 John,62,3,1161,1,Galatians,48,4,1094,5
John,43,1,997,45,Luke,42,24,996,27
Acts,44,1,1018,4,Luke,42,24,996,49
Acts,44,1,1018,8,Luke,42,24,996,46
Acts,44,2,1019,38,Luke,42,24,996,47
2 Timothy,55,1,1125,7,Luke,42,24,996,49
John,43,4,1000,10,Jeremiah,24,2,746,13
John,43,15,1011,1,Jeremiah,24,2,746,21
John,43,5,1001,46,Deuteronomy,5,18,170,15
John,43,5,1001,46,Deuteronomy,5,18,170,18
John,43,7,1003,6,John,43,2,998,4
John,43,14,1010,26,John,43,2,998,22
John,43,8,1004,12,John,43,9,1005,5
James,59,4,1149,17,John,43,9,1005,41
James,59,5,1150,16,John,43,9,1005,31
John,43,8,1004,58,Exodus,2,3,52,14
John,43,10,1006,34,Psalm,19,82,559,6
John,43,11,1007,25,1 Thessalonians,52,4,1114,14
Romans,45,12,1057,2,1 Thessalonians,52,4,1114,3
1 Corinthians,46,15,1076,58,1 Thessalonians,52,4,1114,1
Hebrews,58,10,1142,25,1 Thessalonians,52,4,1114,18
John,43,14,1010,6,John,43,18,1014,37
John,43,15,1011,4,Galatians,48,2,1092,20
